load_id,mileage,rate,rate_per_mile,origin,destination,company_name,contact_info,comments,registry_lookup_id,earliest_availability,latest_availability,created_date,modified_date
LS41mKsV,1145,5500.0,4.8034934497816595,"Rialto, CA","Lakewood, WA",ILIM LOGISTICS LLC,"{""email"": ""elmira@ilimlogistics.com""}",[],S.397274.528186,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 21:53:40,2021-06-27 21:53:40
LS41mEyy,1085,5500.0,5.0691244239631335,"Mira Loma, CA","Grandview, WA",Magellan Transport Logistics Inc,"{""phone"": {""number"": ""9047301370""}}",[],S.113339.236059,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 03:54:47,2021-06-28 03:54:47
LS41mEyy,1085,5500.0,5.0691244239631335,"Mira Loma, CA","Grandview, WA",Magellan Transport Logistics Inc,"{""phone"": {""number"": ""9047301370""}}",[],S.113339.236059,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 03:54:47,2021-06-28 03:54:47
LS41mFMg,2511,5500.0,2.190362405416169,"Los Angeles, CA","Stuarts Draft, VA",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""addy@hlhlogisticsinc.com""}, {""comment"": ""QP""}]",S.380279.511294,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 14:25:36,2021-06-27 14:25:36
LS41mFMg,2511,5500.0,2.190362405416169,"Los Angeles, CA","Stuarts Draft, VA",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""addy@hlhlogisticsinc.com""}, {""comment"": ""QP""}]",S.380279.511294,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 14:25:36,2021-06-27 14:25:36
LS41mEyy,1085,5500.0,5.0691244239631335,"Mira Loma, CA","Grandview, WA",Magellan Transport Logistics Inc,"{""phone"": {""number"": ""9047301370""}}",[],S.113339.236059,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 04:59:47,2021-06-28 04:59:47
LS41mFMg,2511,5500.0,2.190362405416169,"Los Angeles, CA","Stuarts Draft, VA",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""addy@hlhlogisticsinc.com""}, {""comment"": ""QP""}]",S.380279.511294,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 14:25:36,2021-06-27 14:25:36
LS41mFMg,2511,5500.0,2.190362405416169,"Los Angeles, CA","Stuarts Draft, VA",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""addy@hlhlogisticsinc.com""}, {""comment"": ""QP""}]",S.380279.511294,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 14:25:36,2021-06-27 14:25:36
LS41kmGs,2511,5500.0,2.190362405416169,"Los Angeles, CA","Stuarts Draft, VA",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""addy@hlhlogisticsinc.com""}, {""comment"": ""QP""}]",S.380279.511294,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 14:25:36,2021-06-27 14:25:36
LS41mFMg,2511,5500.0,2.190362405416169,"Los Angeles, CA","Stuarts Draft, VA",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""addy@hlhlogisticsinc.com""}, {""comment"": ""QP""}]",S.380279.511294,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 14:25:36,2021-06-27 14:25:36
LS41mEyy,1085,5500.0,5.0691244239631335,"Mira Loma, CA","Grandview, WA",Magellan Transport Logistics Inc,"{""phone"": {""number"": ""9047301370""}}",[],S.113339.236059,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 03:54:47,2021-06-28 03:54:47
LS41mKsV,1145,5500.0,4.8034934497816595,"Rialto, CA","Lakewood, WA",ILIM LOGISTICS LLC,"{""email"": ""elmira@ilimlogistics.com""}",[],S.397274.528186,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 21:53:40,2021-06-27 21:53:40
LS41mEyy,1085,5500.0,5.0691244239631335,"Mira Loma, CA","Grandview, WA",Magellan Transport Logistics Inc,"{""phone"": {""number"": ""9047301370""}}",[],S.113339.236059,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 04:59:47,2021-06-28 04:59:47
LS41mEyy,1085,5500.0,5.0691244239631335,"Mira Loma, CA","Grandview, WA",Magellan Transport Logistics Inc,"{""phone"": {""number"": ""9047301370""}}",[],S.113339.236059,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 04:59:47,2021-06-28 04:59:47
LS41kmGs,2511,5500.0,2.190362405416169,"Los Angeles, CA","Stuarts Draft, VA",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""addy@hlhlogisticsinc.com""}, {""comment"": ""QP""}]",S.380279.511294,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 14:25:36,2021-06-27 14:25:36
LS41mFMg,2511,5500.0,2.190362405416169,"Los Angeles, CA","Stuarts Draft, VA",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""addy@hlhlogisticsinc.com""}, {""comment"": ""QP""}]",S.380279.511294,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 14:25:36,2021-06-27 14:25:36
LS41kmGs,2511,5500.0,2.190362405416169,"Los Angeles, CA","Stuarts Draft, VA",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""addy@hlhlogisticsinc.com""}, {""comment"": ""QP""}]",S.380279.511294,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 14:25:36,2021-06-27 14:25:36
LS41mKsV,1145,5500.0,4.8034934497816595,"Rialto, CA","Lakewood, WA",ILIM LOGISTICS LLC,"{""email"": ""elmira@ilimlogistics.com""}",[],S.397274.528186,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 21:53:40,2021-06-27 21:53:40
LS41mKsV,1145,5500.0,4.8034934497816595,"Rialto, CA","Lakewood, WA",ILIM LOGISTICS LLC,"{""email"": ""elmira@ilimlogistics.com""}",[],S.397274.528186,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 21:53:40,2021-06-27 21:53:40
LS41mKsV,1145,5500.0,4.8034934497816595,"Rialto, CA","Lakewood, WA",ILIM LOGISTICS LLC,"{""email"": ""elmira@ilimlogistics.com""}",[],S.397274.528186,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 21:53:40,2021-06-27 21:53:40
LS41mEyy,1085,5500.0,5.0691244239631335,"Mira Loma, CA","Grandview, WA",Magellan Transport Logistics Inc,"{""phone"": {""number"": ""9047301370""}}",[],S.113339.236059,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 03:54:47,2021-06-28 03:54:47
LS41mKsV,1145,5500.0,4.8034934497816595,"Rialto, CA","Lakewood, WA",ILIM LOGISTICS LLC,"{""email"": ""elmira@ilimlogistics.com""}",[],S.397274.528186,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 21:53:40,2021-06-27 21:53:40
LS41kmGs,2511,5500.0,2.190362405416169,"Los Angeles, CA","Stuarts Draft, VA",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""addy@hlhlogisticsinc.com""}, {""comment"": ""QP""}]",S.380279.511294,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 14:25:36,2021-06-27 14:25:36
LS41mKsV,1145,5500.0,4.8034934497816595,"Rialto, CA","Lakewood, WA",ILIM LOGISTICS LLC,"{""email"": ""elmira@ilimlogistics.com""}",[],S.397274.528186,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 21:53:40,2021-06-27 21:53:40
LS41mFMg,2511,5500.0,2.190362405416169,"Los Angeles, CA","Stuarts Draft, VA",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""addy@hlhlogisticsinc.com""}, {""comment"": ""QP""}]",S.380279.511294,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 14:25:36,2021-06-27 14:25:36
LS41knmC,1345,5400.0,4.014869888475836,"San Diego, CA","Roanoke, TX",Lkc Logistics,"{""phone"": {""extension"": ""238"", ""number"": ""8633853782""}}","[{""comment"": ""these will load by appt 9-5""}, {""comment"": ""2-5 workday drop trl @ rcvr-yard is open 24 hr to drop trl off""}]",S.112979.235460,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:41:30,2021-06-27 20:41:30
LS41knmC,1345,5400.0,4.014869888475836,"San Diego, CA","Roanoke, TX",Lkc Logistics,"{""phone"": {""number"": ""8633853782"", ""extension"": ""238""}}","[{""comment"": ""these will load by appt 9-5""}, {""comment"": ""2-5 workday drop trl @ rcvr-yard is open 24 hr to drop trl off""}]",S.112979.235460,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:41:30,2021-06-27 20:41:30
LS41knmC,1345,5400.0,4.014869888475836,"San Diego, CA","Roanoke, TX",Lkc Logistics,"{""phone"": {""extension"": ""238"", ""number"": ""8633853782""}}","[{""comment"": ""these will load by appt 9-5""}, {""comment"": ""2-5 workday drop trl @ rcvr-yard is open 24 hr to drop trl off""}]",S.112979.235460,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:41:30,2021-06-27 20:41:30
LS41knmC,1345,5400.0,4.014869888475836,"San Diego, CA","Roanoke, TX",Lkc Logistics,"{""phone"": {""extension"": ""238"", ""number"": ""8633853782""}}","[{""comment"": ""these will load by appt 9-5""}, {""comment"": ""2-5 workday drop trl @ rcvr-yard is open 24 hr to drop trl off""}]",S.112979.235460,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:41:30,2021-06-27 20:41:30
LS41knmC,1345,5400.0,4.014869888475836,"San Diego, CA","Roanoke, TX",Lkc Logistics,"{""phone"": {""extension"": ""238"", ""number"": ""8633853782""}}","[{""comment"": ""these will load by appt 9-5""}, {""comment"": ""2-5 workday drop trl @ rcvr-yard is open 24 hr to drop trl off""}]",S.112979.235460,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:41:30,2021-06-27 20:41:30
LS41knmC,1345,5400.0,4.014869888475836,"San Diego, CA","Roanoke, TX",Lkc Logistics,"{""phone"": {""extension"": ""238"", ""number"": ""8633853782""}}","[{""comment"": ""these will load by appt 9-5""}, {""comment"": ""2-5 workday drop trl @ rcvr-yard is open 24 hr to drop trl off""}]",S.112979.235460,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:41:30,2021-06-27 20:41:30
LS41knmC,1345,5400.0,4.014869888475836,"San Diego, CA","Roanoke, TX",Lkc Logistics,"{""phone"": {""extension"": ""238"", ""number"": ""8633853782""}}","[{""comment"": ""these will load by appt 9-5""}, {""comment"": ""2-5 workday drop trl @ rcvr-yard is open 24 hr to drop trl off""}]",S.112979.235460,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:41:30,2021-06-27 20:41:30
LS41knmC,1345,5400.0,4.014869888475836,"San Diego, CA","Roanoke, TX",Lkc Logistics,"{""phone"": {""extension"": ""238"", ""number"": ""8633853782""}}","[{""comment"": ""these will load by appt 9-5""}, {""comment"": ""2-5 workday drop trl @ rcvr-yard is open 24 hr to drop trl off""}]",S.112979.235460,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:41:30,2021-06-27 20:41:30
DS2PY5uC,1615,5200.0,3.219814241486068,"Santa Fe Spgs, CA","Riverside, MO",Circle Logistics Inc,"{""phone"": {""number"": ""3138004200""}}",[],S.157791.283877,2021-06-27 14:35:11,2021-06-28 06:59:59,2021-06-27 21:32:00,2021-06-27 21:32:00
LS41mJRE,1494,5200.0,3.4805890227576977,"Riverside, CA","Houston, TX",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:26,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mJRE,1494,5200.0,3.4805890227576977,"Riverside, CA","Houston, TX",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:26,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mJRE,1494,5200.0,3.4805890227576977,"Riverside, CA","Houston, TX",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:26,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mJRE,1494,5200.0,3.4805890227576977,"Riverside, CA","Houston, TX",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:26,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mJRE,1494,5200.0,3.4805890227576977,"Riverside, CA","Houston, TX",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:26,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mJRE,1494,5200.0,3.4805890227576977,"Riverside, CA","Houston, TX",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:26,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mJRE,1494,5200.0,3.4805890227576977,"Riverside, CA","Houston, TX",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:26,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mJRE,1494,5200.0,3.4805890227576977,"Riverside, CA","Houston, TX",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:26,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mF3Y,1440,5100.0,3.5416666666666665,"Los Angeles, CA","Dallas, TX",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""neo@hlhlogisticsinc.com""}, {""comment"": ""ext 386""}]",S.380279.511294,2021-06-27 18:02:17,2021-06-28 06:59:59,2021-06-27 23:50:54,2021-06-27 23:50:54
LS41mF3Y,1440,5100.0,3.5416666666666665,"Los Angeles, CA","Dallas, TX",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""neo@hlhlogisticsinc.com""}, {""comment"": ""ext 386""}]",S.380279.511294,2021-06-27 18:02:17,2021-06-28 06:59:59,2021-06-27 23:50:54,2021-06-27 23:50:54
LS41mFmU,1179,5100.0,4.325699745547074,"Mira Loma, CA","Seattle, WA",Total Quality Logistics Inc,"{""phone"": {""number"": ""8005803101"", ""extension"": ""54580""}}",[],S.474158.256698,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 19:29:57,2021-06-27 19:29:57
LS41mFmU,1179,5100.0,4.325699745547074,"Mira Loma, CA","Seattle, WA",Total Quality Logistics Inc,"{""phone"": {""number"": ""8005803101"", ""extension"": ""54580""}}",[],S.474158.256698,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 19:29:57,2021-06-27 19:29:57
LS41mFmU,1179,5100.0,4.325699745547074,"Mira Loma, CA","Seattle, WA",Total Quality Logistics Inc,"{""phone"": {""number"": ""8005803101"", ""extension"": ""54580""}}",[],S.474158.256698,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 19:29:57,2021-06-27 19:29:57
LS41mF3Y,1440,5100.0,3.5416666666666665,"Los Angeles, CA","Dallas, TX",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""neo@hlhlogisticsinc.com""}, {""comment"": ""ext 386""}]",S.380279.511294,2021-06-27 18:02:17,2021-06-28 06:59:59,2021-06-27 23:50:54,2021-06-27 23:50:54
LS41mF3Y,1440,5100.0,3.5416666666666665,"Los Angeles, CA","Dallas, TX",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""neo@hlhlogisticsinc.com""}, {""comment"": ""ext 386""}]",S.380279.511294,2021-06-27 18:02:17,2021-06-28 06:59:59,2021-06-27 23:50:54,2021-06-27 23:50:54
LS41mFmU,1179,5100.0,4.325699745547074,"Mira Loma, CA","Seattle, WA",Total Quality Logistics Inc,"{""phone"": {""extension"": ""54580"", ""number"": ""8005803101""}}",[],S.474158.256698,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 19:29:57,2021-06-27 19:29:57
LS41mFmU,1179,5100.0,4.325699745547074,"Mira Loma, CA","Seattle, WA",Total Quality Logistics Inc,"{""phone"": {""extension"": ""54580"", ""number"": ""8005803101""}}",[],S.474158.256698,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 19:29:57,2021-06-27 19:29:57
LS41mFmU,1179,5100.0,4.325699745547074,"Mira Loma, CA","Seattle, WA",Total Quality Logistics Inc,"{""phone"": {""extension"": ""54580"", ""number"": ""8005803101""}}",[],S.474158.256698,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 19:29:57,2021-06-27 19:29:57
LS41mF3Y,1440,5100.0,3.5416666666666665,"Los Angeles, CA","Dallas, TX",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""neo@hlhlogisticsinc.com""}, {""comment"": ""ext 386""}]",S.380279.511294,2021-06-27 18:02:17,2021-06-28 06:59:59,2021-06-27 23:50:54,2021-06-27 23:50:54
LS41mFmU,1179,5100.0,4.325699745547074,"Mira Loma, CA","Seattle, WA",Total Quality Logistics Inc,"{""phone"": {""extension"": ""54580"", ""number"": ""8005803101""}}",[],S.474158.256698,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 19:29:57,2021-06-27 19:29:57
LS41mF3Y,1440,5100.0,3.5416666666666665,"Los Angeles, CA","Dallas, TX",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""neo@hlhlogisticsinc.com""}, {""comment"": ""ext 386""}]",S.380279.511294,2021-06-27 18:02:17,2021-06-28 06:59:59,2021-06-27 23:50:54,2021-06-27 23:50:54
LS41mFmU,1179,5100.0,4.325699745547074,"Mira Loma, CA","Seattle, WA",Total Quality Logistics Inc,"{""phone"": {""number"": ""8005803101"", ""extension"": ""54580""}}",[],S.474158.256698,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 19:29:57,2021-06-27 19:29:57
LS41mF3Y,1440,5100.0,3.5416666666666665,"Los Angeles, CA","Dallas, TX",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""neo@hlhlogisticsinc.com""}, {""comment"": ""ext 386""}]",S.380279.511294,2021-06-27 18:02:17,2021-06-28 06:59:59,2021-06-27 23:50:54,2021-06-27 23:50:54
LS41mF3Y,1440,5100.0,3.5416666666666665,"Los Angeles, CA","Dallas, TX",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""neo@hlhlogisticsinc.com""}, {""comment"": ""ext 386""}]",S.380279.511294,2021-06-27 18:02:17,2021-06-28 06:59:59,2021-06-27 23:50:54,2021-06-27 23:50:54
LS41kmGr,2722,5000.0,1.836884643644379,"Los Angeles, CA","Scranton, PA",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""addy@hlhlogisticsinc.com""}, {""comment"": ""QP""}]",S.380279.511294,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 14:25:36,2021-06-27 14:25:36
LS41m9Ta,1085,5000.0,4.608294930875576,"Mira Loma, CA","Grandview, WA",Total Quality Logistics Inc,"{""phone"": {""number"": ""8005803101"", ""extension"": ""54580""}}",[],S.474158.256698,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 19:29:57,2021-06-27 19:29:57
LS41mGfA,1545,5000.0,3.236245954692557,"Los Angeles, CA","Houston, TX",American Logistics Group Inc,"{""phone"": {""number"": ""7163375000""}}","[{""comment"": ""Call Jerry@516-415-5248//ext 275 Jerry@alg.us.com""}, {""comment"": ""Call Jerry@516-415-5248//ext 275 Jerry@alg.us.com""}]",S.152984.278624,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 14:12:10,2021-06-27 14:12:10
LS41mJR9,1484,5000.0,3.3692722371967654,"Carson, CA","Paris, TX",Eleart Inc,"{""email"": ""arbi@eleart.org""}",[],S.350891.482035,2021-06-27 16:56:23,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mKs5,1256,5000.0,3.9808917197452227,"Van Nuys, CA","Colville, WA",ILIM LOGISTICS LLC,"{""email"": ""elmira@ilimlogistics.com""}",[],S.397274.528186,2021-06-27 21:51:35,2021-06-28 06:59:59,2021-06-27 21:51:35,2021-06-27 21:51:35
LS41kBXz,1440,5000.0,3.4722222222222223,"Los Angeles, CA","Dallas, TX",NFI Logistics/NFI Transportation,"{""email"": ""Tyler.Price@nfiindustries.com""}","[{""comment"": ""drop trailer at shipper and reciever""}, {""comment"": ""3 loads a week""}]",S.113423.236217,2021-06-25 18:53:58,2021-07-01 06:59:59,2021-06-25 18:53:58,2021-06-25 18:53:58
LS41m9Ta,1085,5000.0,4.608294930875576,"Mira Loma, CA","Grandview, WA",Total Quality Logistics Inc,"{""phone"": {""extension"": ""54580"", ""number"": ""8005803101""}}",[],S.474158.256698,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 19:29:57,2021-06-27 19:29:57
LS41kBXz,1440,5000.0,3.4722222222222223,"Los Angeles, CA","Dallas, TX",NFI Logistics/NFI Transportation,"{""email"": ""Tyler.Price@nfiindustries.com""}","[{""comment"": ""drop trailer at shipper and reciever""}, {""comment"": ""3 loads a week""}]",S.113423.236217,2021-06-25 18:53:58,2021-07-01 06:59:59,2021-06-25 18:53:58,2021-06-25 18:53:58
LS41jg8k,1440,5000.0,3.4722222222222223,"Los Angeles, CA","Dallas, TX",NFI Logistics/NFI Transportation,"{""email"": ""Tyler.Price@nfiindustries.com""}","[{""comment"": ""drop trailer at shipper and reciever""}, {""comment"": ""3 loads a week""}]",S.113423.236217,2021-06-25 18:53:58,2021-07-01 06:59:59,2021-06-25 18:53:58,2021-06-25 18:53:58
LS41mKs5,1256,5000.0,3.9808917197452227,"Van Nuys, CA","Colville, WA",ILIM LOGISTICS LLC,"{""email"": ""elmira@ilimlogistics.com""}",[],S.397274.528186,2021-06-27 21:51:35,2021-06-28 06:59:59,2021-06-27 21:51:35,2021-06-27 21:51:35
LS41mJR9,1484,5000.0,3.3692722371967654,"Carson, CA","Paris, TX",Eleart Inc,"{""email"": ""arbi@eleart.org""}",[],S.350891.482035,2021-06-27 16:56:23,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41dFMj,1048,5000.0,4.770992366412214,"S Gate, CA","Yakima, WA",Logistic Freight Solutions Inc,"{""phone"": {""number"": ""7866874190"", ""extension"": ""3012""}}","[{""comment"": ""carriersales@lfs-inc.com""}, {""comment"": ""Tanker Endorsement""}]",S.136562.261270,2021-06-27 11:00:01,2021-06-29 06:59:59,2021-06-27 11:00:01,2021-06-27 11:00:01
LS41kBY0,1440,5000.0,3.4722222222222223,"Los Angeles, CA","Dallas, TX",NFI Logistics/NFI Transportation,"{""email"": ""Tyler.Price@nfiindustries.com""}","[{""comment"": ""drop trailer at shipper and reciever""}, {""comment"": ""3 loads a week""}]",S.113423.236217,2021-06-25 18:53:58,2021-07-01 06:59:59,2021-06-25 18:53:58,2021-06-25 18:53:58
LS41jg8k,1440,5000.0,3.4722222222222223,"Los Angeles, CA","Dallas, TX",NFI Logistics/NFI Transportation,"{""email"": ""Tyler.Price@nfiindustries.com""}","[{""comment"": ""drop trailer at shipper and reciever""}, {""comment"": ""3 loads a week""}]",S.113423.236217,2021-06-25 18:53:58,2021-07-01 06:59:59,2021-06-25 18:53:58,2021-06-25 18:53:58
LS41ksDF,2033,5000.0,2.459419576979833,"Long Beach, CA","Glenview, IL",Tallgrass Freight Company Llc,"{""phone"": {""number"": ""9137210079""}}","[{""comment"": ""Call Max Ext. 839""}]",S.158420.284666,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 02:28:36,2021-06-28 02:28:36
LS41dFMj,1048,5000.0,4.770992366412214,"S Gate, CA","Yakima, WA",Logistic Freight Solutions Inc,"{""phone"": {""number"": ""7866874190"", ""extension"": ""3012""}}","[{""comment"": ""carriersales@lfs-inc.com""}, {""comment"": ""Tanker Endorsement""}]",S.136562.261270,2021-06-27 11:00:01,2021-06-29 06:59:59,2021-06-27 11:00:01,2021-06-27 11:00:01
LS41mFMh,2722,5000.0,1.836884643644379,"Los Angeles, CA","Scranton, PA",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""addy@hlhlogisticsinc.com""}, {""comment"": ""QP""}]",S.380279.511294,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 14:25:36,2021-06-27 14:25:36
LS41ksDF,2033,5000.0,2.459419576979833,"Long Beach, CA","Glenview, IL",Tallgrass Freight Company Llc,"{""phone"": {""number"": ""9137210079""}}","[{""comment"": ""Call Max Ext. 839""}]",S.158420.284666,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 02:28:36,2021-06-28 02:28:36
LS41ksDF,2033,5000.0,2.459419576979833,"Long Beach, CA","Glenview, IL",Tallgrass Freight Company Llc,"{""phone"": {""number"": ""9137210079""}}","[{""comment"": ""Call Max Ext. 839""}]",S.158420.284666,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 02:28:36,2021-06-28 02:28:36
LS41jg8k,1440,5000.0,3.4722222222222223,"Los Angeles, CA","Dallas, TX",NFI Logistics/NFI Transportation,"{""email"": ""Tyler.Price@nfiindustries.com""}","[{""comment"": ""drop trailer at shipper and reciever""}, {""comment"": ""3 loads a week""}]",S.113423.236217,2021-06-25 18:53:58,2021-07-01 06:59:59,2021-06-25 18:53:58,2021-06-25 18:53:58
LS41kBY0,1440,5000.0,3.4722222222222223,"Los Angeles, CA","Dallas, TX",NFI Logistics/NFI Transportation,"{""email"": ""Tyler.Price@nfiindustries.com""}","[{""comment"": ""drop trailer at shipper and reciever""}, {""comment"": ""3 loads a week""}]",S.113423.236217,2021-06-25 18:53:58,2021-07-01 06:59:59,2021-06-25 18:53:58,2021-06-25 18:53:58
LS41kmGr,2722,5000.0,1.836884643644379,"Los Angeles, CA","Scranton, PA",HLH LOGISTICS INC,"{""phone"": {""number"": ""4138354555""}}","[{""comment"": ""addy@hlhlogisticsinc.com""}, {""comment"": ""QP""}]",S.380279.511294,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 14:25:36,2021-06-27 14:25:36
LS41mJR9,1484,5000.0,3.3692722371967654,"Carson, CA","Paris, TX",Eleart Inc,"{""email"": ""arbi@eleart.org""}",[],S.350891.482035,2021-06-27 16:56:23,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41kBXy,1440,5000.0,3.4722222222222223,"Los Angeles, CA","Dallas, TX",NFI Logistics/NFI Transportation,"{""email"": ""Tyler.Price@nfiindustries.com""}","[{""comment"": ""drop trailer at shipper and reciever""}, {""comment"": ""3 loads a week""}]",S.113423.236217,2021-06-25 18:53:58,2021-07-01 06:59:59,2021-06-25 19:09:38,2021-06-25 19:09:38
